distance	Sample.Label	Effort	Region.Label	Area	multiplier	utm.e	utm.n
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
7.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
6.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
7.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
6.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
6.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
7.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
6.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
4.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
5.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
3.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
2.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
18	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
11	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
13.5	C3	1676619	Tai	40370000	0.1166667	690995	644190
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
13.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
18	C4	1635221	Tai	40370000	0.1166667	691005	643201
18	C4	1635221	Tai	40370000	0.1166667	691005	643201
18	C4	1635221	Tai	40370000	0.1166667	691005	643201
18	C4	1635221	Tai	40370000	0.1166667	691005	643201
18	C4	1635221	Tai	40370000	0.1166667	691005	643201
18	C4	1635221	Tai	40370000	0.1166667	691005	643201
18	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
11	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
3.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
2.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
6.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
7.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
9	C4	1635221	Tai	40370000	0.1166667	691005	643201
3.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
3.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
3.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
3.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
3.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
4.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
5.5	C4	1635221	Tai	40370000	0.1166667	691005	643201
3.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
3.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
3.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
7.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
9	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
9	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
7.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
7.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
7.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
5.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
4.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
3.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
5.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
5.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
5.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
4.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
4.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
5.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
5.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
9	C5	1593823	Tai	40370000	0.1166667	691003	642214
6.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
9	C5	1593823	Tai	40370000	0.1166667	691003	642214
7.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
9	C5	1593823	Tai	40370000	0.1166667	691003	642214
7.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
7.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
7.5	C5	1593823	Tai	40370000	0.1166667	691003	642214
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
7.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
3.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
3.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
3.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
3.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
7.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
13.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
13.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
7.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
7.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
7.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
9	C6	1655920	Tai	40370000	0.1166667	690977	641224
11	C6	1655920	Tai	40370000	0.1166667	690977	641224
11	C6	1655920	Tai	40370000	0.1166667	690977	641224
3.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
11	C6	1655920	Tai	40370000	0.1166667	690977	641224
3.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
11	C6	1655920	Tai	40370000	0.1166667	690977	641224
4.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
11	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
13.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
13.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
5.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
13.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
13.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
13.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
6.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
2.5	C6	1655920	Tai	40370000	0.1166667	690977	641224
11	C6	1655920	Tai	40370000	0.1166667	690977	641224
